# Stock data for MSFT.US from 2025-08-05 to 2026-08-05
# Total records: 251
# Data retrieved on: 2026-08-05 14:22:16

Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-10-16,509.35,513.6,504.93,508.39,15559600,0.0,0.0
2025-10-17,505.84,512.24,504.12,510.35,19867800,0.0,0.0
2025-10-20,511.37,515.44,510.2,513.54,14665600,0.0,0.0
2025-10-21,514.24,515.43,509.81,514.4,15586200,0.0,0.0
2025-10-22,517.87,521.92,514.45,517.26,18962700,0.0,0.0
2025-10-23,519.17,520.65,515.35,517.28,14023500,0.0,0.0
2025-10-24,519.5,522.04,517.43,520.31,15532400,0.0,0.0
2025-10-27,528.43,531.22,525.68,528.17,18734700,0.0,0.0
2025-10-28,546.54,550.24,537.37,538.66,29986700,0.0,0.0
2025-10-29,541.51,542.83,533.35,538.14,36023000,0.0,0.0
2025-10-30,527.14,531.6,518.83,522.45,41023100,0.0,0.0
2025-10-31,525.55,525.99,511.86,514.55,34006400,0.0,0.0
2025-11-03,516.54,521.66,511.35,513.78,22374700,0.0,0.0
2025-11-04,508.54,512.31,504.64,511.09,20958700,0.0,0.0
2025-11-05,510.07,511.59,503.39,503.97,23024300,0.0,0.0
2025-11-06,502.48,502.52,492.69,493.97,27406500,0.0,0.0
2025-11-07,493.82,496.24,490.15,493.69,24019800,0.0,0.0
2025-11-10,496.89,503.66,495.66,502.82,26101500,0.0,0.0
2025-11-11,501.62,506.39,499.19,505.48,17980000,0.0,0.0
2025-11-12,506.15,508.45,495.98,507.92,26574900,0.0,0.0
2025-11-13,507.1,510.27,498.14,500.12,25273100,0.0,0.0
2025-11-14,495.09,508.38,494.31,506.97,28505700,0.0,0.0
2025-11-17,505.25,508.9,501.73,504.3,19092800,0.0,0.0
2025-11-18,492.25,499.81,483.72,490.68,33815100,0.0,0.0
2025-11-19,487.02,492.07,479.79,484.05,23245300,0.0,0.0
2025-11-20,490.53,491.38,473.39,476.31,26802500,0.91,0.0
2025-11-21,476.38,476.8,466.19,470.03,31769200,0.0,0.0
2025-11-24,472.89,474.79,465.95,471.9,34421000,0.0,0.0
2025-11-25,471.97,477.03,462.83,474.88,28019800,0.0,0.0
2025-11-26,484.15,486.15,479.07,483.35,25709100,0.0,0.0
2025-11-28,485.44,490.45,484.49,489.83,14386700,0.0,0.0
2025-12-01,486.27,487.69,482.5,484.58,23964000,0.0,0.0
2025-12-02,484.56,491.31,484.16,487.83,19562700,0.0,0.0
2025-12-03,474.21,482.09,473.09,475.61,34615100,0.0,0.0
2025-12-04,477.63,479.19,474.38,478.71,22318200,0.0,0.0
2025-12-05,480.38,481.26,476.76,481.02,22608700,0.0,0.0
2025-12-08,482.74,490.12,482.23,488.84,21965900,0.0,0.0
2025-12-09,486.93,489.94,486.33,489.84,14696100,0.0,0.0
2025-12-10,481.88,482.1,472.97,476.44,35756200,0.0,0.0
2025-12-11,474.52,483.88,473.75,481.33,24669200,0.0,0.0
2025-12-12,477.69,480.31,474.23,476.41,21248100,0.0,0.0
2025-12-15,477.97,478.59,470.43,472.71,23727700,0.0,0.0
2025-12-16,469.82,475.77,468.79,474.28,20705600,0.0,0.0
2025-12-17,474.8,477.87,472.89,474.01,24527200,0.0,0.0
2025-12-18,476.07,487.43,475.77,481.83,28573500,0.0,0.0
2025-12-19,485.2,485.69,480.35,483.77,70836100,0.0,0.0
2025-12-22,483.96,486.56,480.55,482.77,16963000,0.0,0.0
2025-12-23,482.83,485.67,482.59,484.69,14683600,0.0,0.0
2025-12-24,483.53,486.99,482.68,485.86,5855900,0.0,0.0
2025-12-26,484.55,485.96,483.81,485.55,8842200,0.0,0.0
2025-12-29,482.71,486.18,482.03,484.94,10893400,0.0,0.0
2025-12-30,483.78,487.51,483.35,485.32,13944500,0.0,0.0
2025-12-31,485.68,485.98,481.16,481.48,15601600,0.0,0.0
2026-01-02,482.24,482.51,468.08,470.84,25571600,0.0,0.0
2026-01-05,471.96,473.96,467.42,470.75,25250300,0.0,0.0
2026-01-06,471.7,476.62,467.67,476.39,23037700,0.0,0.0
2026-01-07,477.63,487.53,475.83,481.33,25564200,0.0,0.0
2026-01-08,479.11,480.52,473.75,475.99,18162600,0.0,0.0
2026-01-09,471.96,477.69,470.11,477.16,18491000,0.0,0.0
2026-01-12,474.56,478.86,473.57,475.06,23519900,0.0,0.0
2026-01-13,472.58,473.67,463.88,468.58,28545800,0.0,0.0
2026-01-14,464.39,466.12,455.14,457.34,28184300,0.0,0.0
2026-01-15,462.06,462.19,453.88,454.64,23225800,0.0,0.0
2026-01-16,455.8,461.14,454.46,457.82,34246700,0.0,0.0
2026-01-20,449.22,454.77,447.29,452.5,26130000,0.0,0.0
2026-01-21,450.59,450.68,436.74,442.14,37980500,0.0,0.0
2026-01-22,445.64,450.83,442.73,449.14,25349400,0.0,0.0
2026-01-23,449.87,469.01,448.53,463.88,38000200,0.0,0.0
2026-01-26,463.25,472.15,459.95,468.19,29291200,0.0,0.0
2026-01-27,471.6,480.73,471.06,478.45,29213900,0.0,0.0
2026-01-28,481.07,481.6,475.88,479.49,36875400,0.0,0.0
2026-01-29,438.04,440.54,419.15,431.58,128855300,0.0,0.0
2026-01-30,437.22,437.65,424.56,428.38,58566800,0.0,0.0
2026-02-02,428.33,428.83,420.38,421.49,42219900,0.0,0.0
2026-02-03,420.14,420.18,406.75,409.39,61424100,0.0,0.0
2026-02-04,409.18,417.94,407.43,412.35,45012400,0.0,0.0
2026-02-05,405.63,406.49,390.58,391.92,66289200,0.0,0.0
2026-02-06,397.4,400.01,391.18,399.36,53515300,0.0,0.0
2026-02-09,403.06,413.05,399.09,411.77,45480500,0.0,0.0
2026-02-10,417.76,421.8,410.87,411.44,44857900,0.0,0.0
2026-02-11,414.33,414.61,399.23,402.58,42491000,0.0,0.0
2026-02-12,403.2,404.4,396.25,400.06,40802400,0.0,0.0
2026-02-13,402.66,403.74,396.29,399.54,34091600,0.0,0.0
2026-02-17,397.45,398.74,392.78,395.1,32078800,0.0,0.0
2026-02-18,396.36,400.78,394.56,397.83,23223400,0.0,0.0
2026-02-19,399.82,403.56,395.81,397.6,28234000,0.91,0.0
2026-02-20,395.25,399.26,394.31,396.37,34015200,0.0,0.0
2026-02-23,394.15,394.51,382.27,383.64,43238300,0.0,0.0
2026-02-24,383.31,388.52,380.89,388.16,33884700,0.0,0.0
2026-02-25,389.69,400.6,389.32,399.73,43625500,0.0,0.0
2026-02-26,403.84,406.61,397.88,400.85,34405900,0.0,0.0
2026-02-27,390.04,395.96,389.04,391.89,51367200,0.0,0.0
2026-03-02,392.01,400.32,389.79,397.69,35474900,0.0,0.0
2026-03-03,392.29,405.82,391.82,403.06,38199200,0.0,0.0
2026-03-04,400.4,410.14,399.44,404.32,35808000,0.0,0.0
2026-03-05,403.55,410.72,403.53,409.79,39001300,0.0,0.0
2026-03-06,408.32,412.16,407.63,408.08,31123900,0.0,0.0
2026-03-09,404.04,409.32,402.63,408.53,30131900,0.0,0.0
2026-03-10,409.14,409.31,402.06,404.88,31706400,0.0,0.0
2026-03-11,404.69,408.13,400.72,404.0,25512100,0.0,0.0
2026-03-12,403.76,405.24,400.84,400.99,27263900,0.0,0.0
2026-03-13,400.13,403.93,393.4,394.7,26848000,0.0,0.0
2026-03-16,397.21,399.76,393.94,399.09,27733700,0.0,0.0
2026-03-17,399.4,403.53,396.89,398.55,26228300,0.0,0.0
2026-03-18,396.27,397.14,390.15,390.94,25908500,0.0,0.0
2026-03-19,389.26,391.64,386.22,388.18,25138800,0.0,0.0
2026-03-20,385.95,386.16,379.3,381.04,50853200,0.0,0.0
2026-03-23,383.07,386.37,380.86,382.17,29680100,0.0,0.0
2026-03-24,381.53,381.64,371.05,371.93,42733600,0.0,0.0
2026-03-25,376.11,376.25,368.83,370.24,31181200,0.0,0.0
2026-03-26,370.02,373.91,364.4,365.18,36836600,0.0,0.0
2026-03-27,361.12,361.67,355.74,356.0,37883400,0.0,0.0
2026-03-30,361.12,364.57,355.51,358.18,44797000,0.0,0.0
2026-03-31,363.76,372.09,362.29,369.37,45244400,0.0,0.0
2026-04-01,372.68,373.18,367.4,368.57,29417200,0.0,0.0
2026-04-02,366.42,372.83,363.36,372.65,24099100,0.0,0.0
2026-04-06,372.68,372.92,368.7,372.07,16146600,0.0,0.0
2026-04-07,369.54,371.65,365.77,371.49,21443300,0.0,0.0
2026-04-08,384.15,384.17,370.61,373.52,33064800,0.0,0.0
2026-04-09,371.69,372.69,366.26,372.26,30435300,0.0,0.0
2026-04-10,372.17,374.83,369.23,370.07,28111100,0.0,0.0
2026-04-13,372.8,383.71,370.22,383.54,35745800,0.0,0.0
2026-04-14,387.08,393.84,385.68,392.26,37504500,0.0,0.0
2026-04-15,397.14,413.47,395.87,410.33,45063400,0.0,0.0
2026-04-16,418.95,419.91,411.25,419.35,41642400,0.0,0.0
2026-04-17,423.9,430.65,419.78,421.88,48568200,0.0,0.0
2026-04-20,420.24,422.42,415.4,417.17,27582200,0.0,0.0
2026-04-21,419.33,426.26,416.3,423.24,32048500,0.0,0.0
2026-04-22,425.27,432.76,422.75,431.98,29378200,0.0,0.0
2026-04-23,418.98,422.74,410.52,414.85,38308000,0.0,0.0
2026-04-24,416.07,424.03,414.9,423.7,27457400,0.0,0.0
2026-04-27,421.47,426.19,416.17,423.9,30867300,0.0,0.0
2026-04-28,423.65,428.99,420.99,428.32,30438100,0.0,0.0
2026-04-29,423.66,425.9,419.38,423.54,38288300,0.0,0.0
2026-04-30,409.92,413.52,397.15,406.9,70909400,0.0,0.0
2026-05-01,411.91,416.21,409.55,413.54,31372400,0.0,0.0
2026-05-04,410.65,419.87,409.91,412.73,28066500,0.0,0.0
2026-05-05,414.42,415.88,407.92,410.49,25700900,0.0,0.0
2026-05-06,407.12,417.52,404.23,413.07,30285900,0.0,0.0
2026-05-07,419.2,427.06,417.85,419.86,34942400,0.0,0.0
2026-05-08,416.49,417.73,413.11,414.22,33383800,0.0,0.0
2026-05-11,406.99,411.8,404.62,411.77,35657900,0.0,0.0
2026-05-12,413.58,414.6,405.76,406.89,38594200,0.0,0.0
2026-05-13,402.33,405.43,400.16,404.33,29667100,0.0,0.0
2026-05-14,403.61,410.95,400.01,408.55,27077500,0.0,0.0
2026-05-15,413.37,427.24,412.02,421.01,50771200,0.0,0.0
2026-05-18,415.72,424.2,414.71,422.62,32564100,0.0,0.0
2026-05-19,428.97,431.76,415.59,416.52,33018700,0.0,0.0
2026-05-20,413.27,421.19,410.41,420.15,27864000,0.0,0.0
2026-05-21,424.75,426.34,415.71,419.09,31393500,0.91,0.0
2026-05-22,419.54,424.4,416.33,418.57,22390300,0.0,0.0
2026-05-26,416.43,419.77,413.02,416.03,30398000,0.0,0.0
2026-05-27,411.01,415.94,409.58,412.67,28901500,0.0,0.0
2026-05-28,412.98,429.49,412.67,426.99,47250500,0.0,0.0
2026-05-29,432.55,450.33,432.36,450.24,79654400,0.0,0.0
2026-06-01,464.84,466.32,458.27,460.52,53628900,0.0,0.0
2026-06-02,446.88,453.5,440.43,441.31,37036800,0.0,0.0
2026-06-03,438.45,440.39,424.25,427.34,39037000,0.0,0.0
2026-06-04,435.81,436.15,426.41,428.05,26899500,0.0,0.0
2026-06-05,428.34,429.47,414.4,416.67,34782200,0.0,0.0
2026-06-08,414.14,417.16,408.56,411.74,32086700,0.0,0.0
2026-06-09,409.03,411.98,398.48,403.41,35317300,0.0,0.0
2026-06-10,398.55,405.04,397.16,397.36,32576000,0.0,0.0
2026-06-11,395.21,396.85,384.0,390.34,47224100,0.0,0.0
2026-06-12,391.43,391.74,382.27,390.74,34865800,0.0,0.0
2026-06-15,396.8,401.75,392.85,399.76,32266400,0.0,0.0
2026-06-16,395.79,396.84,390.69,393.83,31506800,0.0,0.0
2026-06-17,390.25,390.37,377.32,378.91,41987800,0.0,0.0
2026-06-18,377.82,381.37,373.28,379.4,59714200,0.0,0.0
2026-06-22,375.74,381.63,367.07,367.34,45171100,0.0,0.0
2026-06-23,372.38,377.22,370.67,373.94,40647600,0.0,0.0
2026-06-24,371.57,378.88,364.78,365.46,44509900,0.0,0.0
2026-06-25,362.77,364.23,349.2,352.83,66179000,0.0,0.0
2026-06-26,357.15,376.61,355.43,372.97,186201600,0.0,0.0
2026-06-29,377.5,380.5,359.9,368.57,51229900,0.0,0.0
2026-06-30,371.03,374.15,367.45,373.02,44945700,0.0,0.0
2026-07-01,380.83,388.83,374.89,384.28,48065800,0.0,0.0
2026-07-02,384.48,392.2,383.7,390.49,42128900,0.0,0.0
2026-07-06,387.04,389.15,381.22,386.74,34224500,0.0,0.0
2026-07-07,392.49,395.57,388.22,388.84,29297500,0.0,0.0
2026-07-08,384.03,385.31,381.33,383.34,25908300,0.0,0.0
2026-07-09,374.45,384.65,373.35,384.36,31083200,0.0,0.0
2026-07-10,387.8,391.91,381.5,385.1,24644600,0.0,0.0
2026-07-13,387.75,393.65,384.15,390.99,28914900,0.0,0.0
2026-07-14,382.82,388.19,378.65,384.93,27863900,0.0,0.0
2026-07-15,387.8,398.96,386.4,395.63,36253700,0.0,0.0
2026-07-16,398.31,405.99,392.05,401.1,37047400,0.0,0.0
2026-07-17,394.86,398.39,389.39,393.82,33049800,0.0,0.0
2026-07-20,391.41,403.18,389.65,402.29,27915800,0.0,0.0
2026-07-21,398.81,401.47,396.32,397.75,24126600,0.0,0.0
2026-07-22,399.58,401.0,386.96,390.34,28142500,0.0,0.0
2026-07-23,389.97,391.78,377.39,381.58,30351800,0.0,0.0
2026-07-24,387.05,389.03,380.65,381.7,27659400,0.0,0.0
2026-07-27,390.08,394.2,387.99,389.1,27856200,0.0,0.0
2026-07-28,393.16,400.32,391.3,393.35,32367500,0.0,0.0
2026-07-29,393.4,401.25,388.74,390.54,47209000,0.0,0.0
2026-07-30,437.9,458.69,432.44,451.1,110160700,0.0,0.0
2026-07-31,450.0,466.84,449.33,464.72,60846000,0.0,0.0
2026-08-03,476.13,491.65,475.0,487.65,66762100,0.0,0.0
2026-08-04,480.9,499.44,479.17,492.81,50258300,0.0,0.0
