# Stock data for TTWO (from TTWO.US) from 2025-08-05 to 2026-08-05
# Total records: 251
# Data retrieved on: 2026-08-05 14:34:26

Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-10-21,261.29,262.2,258.33,260.28,916000,0.0,0.0
2025-10-22,261.0,261.06,254.94,255.56,1590400,0.0,0.0
2025-10-23,255.34,256.99,254.25,254.53,1042000,0.0,0.0
2025-10-24,255.95,258.03,254.4,255.12,957400,0.0,0.0
2025-10-27,256.29,257.01,252.15,254.27,1318200,0.0,0.0
2025-10-28,254.64,256.2,251.41,251.57,1455600,0.0,0.0
2025-10-29,250.12,252.75,249.24,251.73,1520300,0.0,0.0
2025-10-30,251.46,255.98,250.0,252.78,1264900,0.0,0.0
2025-10-31,253.16,257.09,253.16,256.37,1411100,0.0,0.0
2025-11-03,257.75,257.75,251.33,255.65,1513300,0.0,0.0
2025-11-04,256.06,256.06,250.33,252.43,1818500,0.0,0.0
2025-11-05,253.71,256.27,249.99,254.76,2309400,0.0,0.0
2025-11-06,253.09,256.92,252.04,252.4,3324700,0.0,0.0
2025-11-07,232.03,243.56,227.25,232.0,5792500,0.0,0.0
2025-11-10,231.97,237.02,229.1,234.06,3222600,0.0,0.0
2025-11-11,234.06,241.43,233.2,240.7,2072300,0.0,0.0
2025-11-12,241.05,242.6,238.29,240.34,1317400,0.0,0.0
2025-11-13,239.52,242.09,237.27,237.55,1358200,0.0,0.0
2025-11-14,235.95,238.27,234.01,235.03,1542800,0.0,0.0
2025-11-17,235.11,236.48,232.24,233.58,1456900,0.0,0.0
2025-11-18,233.4,239.92,231.5,239.09,1867400,0.0,0.0
2025-11-19,238.52,244.24,236.63,240.46,2097100,0.0,0.0
2025-11-20,242.41,243.45,234.42,235.37,1717300,0.0,0.0
2025-11-21,234.86,238.37,234.02,235.47,1759800,0.0,0.0
2025-11-24,234.9,240.37,234.89,239.07,2272200,0.0,0.0
2025-11-25,239.62,242.42,238.81,241.84,1142000,0.0,0.0
2025-11-26,242.5,245.54,241.86,243.63,1026800,0.0,0.0
2025-11-28,244.78,246.49,243.74,246.07,590100,0.0,0.0
2025-12-01,246.07,249.85,242.5,249.34,1706700,0.0,0.0
2025-12-02,249.24,250.0,246.56,246.83,1321300,0.0,0.0
2025-12-03,246.26,246.55,242.98,244.95,849300,0.0,0.0
2025-12-04,244.21,247.9,242.19,247.51,1013900,0.0,0.0
2025-12-05,247.7,251.34,246.84,247.88,1362400,0.0,0.0
2025-12-08,248.52,248.95,245.99,247.28,1096100,0.0,0.0
2025-12-09,247.0,249.5,246.23,248.73,1356600,0.0,0.0
2025-12-10,249.29,250.18,245.36,246.02,1150000,0.0,0.0
2025-12-11,244.01,246.74,242.06,242.41,1478400,0.0,0.0
2025-12-12,242.16,243.3,240.5,241.47,1529900,0.0,0.0
2025-12-15,244.28,246.84,242.65,244.56,1888600,0.0,0.0
2025-12-16,244.5,246.91,243.19,244.53,1526900,0.0,0.0
2025-12-17,244.69,246.2,240.28,240.55,1563900,0.0,0.0
2025-12-18,242.98,246.85,241.38,246.65,1810300,0.0,0.0
2025-12-19,246.2,250.38,244.39,247.4,3905400,0.0,0.0
2025-12-22,247.4,249.78,247.06,248.58,1084600,0.0,0.0
2025-12-23,248.54,249.46,247.66,249.23,648200,0.0,0.0
2025-12-24,249.23,251.72,248.76,251.6,485800,0.0,0.0
2025-12-26,250.74,256.29,249.84,256.09,920700,0.0,0.0
2025-12-29,255.0,256.57,254.16,255.7,1076200,0.0,0.0
2025-12-30,255.41,260.04,254.46,257.91,1073400,0.0,0.0
2025-12-31,257.91,258.39,255.91,256.03,808000,0.0,0.0
2026-01-02,257.71,257.71,250.2,251.6,1317900,0.0,0.0
2026-01-05,252.43,258.56,251.35,257.31,1108700,0.0,0.0
2026-01-06,257.29,257.8,253.58,254.35,922100,0.0,0.0
2026-01-07,253.66,257.15,251.28,256.67,1192400,0.0,0.0
2026-01-08,256.94,257.91,250.59,252.38,1567800,0.0,0.0
2026-01-09,252.71,254.8,249.34,250.71,1013600,0.0,0.0
2026-01-12,249.04,251.21,245.74,248.92,1177100,0.0,0.0
2026-01-13,248.94,250.49,244.77,247.49,1158600,0.0,0.0
2026-01-14,246.68,246.75,241.51,245.49,1454700,0.0,0.0
2026-01-15,245.48,246.0,242.55,244.34,1083900,0.0,0.0
2026-01-16,244.97,245.03,239.0,240.14,1718300,0.0,0.0
2026-01-20,239.0,242.92,237.06,240.61,1350400,0.0,0.0
2026-01-21,240.61,241.0,236.01,238.23,1267600,0.0,0.0
2026-01-22,239.56,241.55,233.85,241.1,1625500,0.0,0.0
2026-01-23,241.14,245.82,240.94,245.73,1174900,0.0,0.0
2026-01-26,245.57,247.2,244.06,245.63,1204700,0.0,0.0
2026-01-27,246.05,248.54,242.73,245.52,1173800,0.0,0.0
2026-01-28,245.99,248.55,242.33,243.18,1554600,0.0,0.0
2026-01-29,241.04,243.71,236.13,239.27,1907100,0.0,0.0
2026-01-30,237.67,238.15,211.13,220.3,9097800,0.0,0.0
2026-02-02,225.51,229.08,220.35,221.81,4345800,0.0,0.0
2026-02-03,220.98,221.16,206.61,212.17,5266500,0.0,0.0
2026-02-04,207.71,209.05,197.45,200.76,5743300,0.0,0.0
2026-02-05,201.78,203.78,192.2,193.24,3995400,0.0,0.0
2026-02-06,197.42,198.07,189.45,195.59,3100300,0.0,0.0
2026-02-09,197.5,205.66,196.33,205.03,4129000,0.0,0.0
2026-02-10,212.49,213.53,208.73,210.71,4145200,0.0,0.0
2026-02-11,208.0,210.24,199.36,203.89,4207300,0.0,0.0
2026-02-12,203.4,204.2,189.29,190.36,5020800,0.0,0.0
2026-02-13,191.9,194.68,188.65,193.67,2575400,0.0,0.0
2026-02-17,193.65,196.83,191.88,193.87,2160800,0.0,0.0
2026-02-18,194.73,200.09,193.89,199.13,1931000,0.0,0.0
2026-02-19,199.03,204.6,198.75,201.37,2139600,0.0,0.0
2026-02-20,199.12,202.94,197.2,199.72,1872600,0.0,0.0
2026-02-23,199.17,199.33,194.14,195.59,1962800,0.0,0.0
2026-02-24,194.77,204.51,192.63,204.19,1982500,0.0,0.0
2026-02-25,204.85,207.98,202.84,207.31,2416600,0.0,0.0
2026-02-26,207.76,214.15,207.75,213.29,2231300,0.0,0.0
2026-02-27,210.31,213.68,209.37,211.48,2234800,0.0,0.0
2026-03-02,209.0,215.96,208.78,213.88,1966800,0.0,0.0
2026-03-03,209.78,221.08,208.51,217.05,2367200,0.0,0.0
2026-03-04,217.92,219.45,211.32,215.77,2471000,0.0,0.0
2026-03-05,213.09,216.17,210.82,212.53,2112200,0.0,0.0
2026-03-06,210.82,212.46,208.69,211.5,1587400,0.0,0.0
2026-03-09,208.69,214.84,208.01,214.63,1876300,0.0,0.0
2026-03-10,214.77,216.0,207.8,209.08,1877800,0.0,0.0
2026-03-11,209.13,211.64,207.5,211.09,1868800,0.0,0.0
2026-03-12,210.68,212.81,208.17,209.2,1351900,0.0,0.0
2026-03-13,209.33,210.35,203.9,208.58,1633800,0.0,0.0
2026-03-16,209.46,212.02,207.45,207.69,2129900,0.0,0.0
2026-03-17,209.06,213.0,206.44,206.72,1587400,0.0,0.0
2026-03-18,204.8,208.9,203.62,204.22,1497500,0.0,0.0
2026-03-19,203.4,206.38,199.55,201.75,1626000,0.0,0.0
2026-03-20,200.71,202.39,198.02,200.63,3698600,0.0,0.0
2026-03-23,201.34,203.44,199.19,200.84,1875900,0.0,0.0
2026-03-24,199.57,199.92,191.0,191.37,2465200,0.0,0.0
2026-03-25,194.06,195.89,188.23,193.05,1931200,0.0,0.0
2026-03-26,190.5,197.17,190.35,194.72,1677400,0.0,0.0
2026-03-27,193.0,194.0,187.63,189.69,1867400,0.0,0.0
2026-03-30,192.79,195.62,191.23,193.08,2086700,0.0,0.0
2026-03-31,194.24,198.51,193.38,197.5,2085100,0.0,0.0
2026-04-01,198.0,199.48,196.55,198.2,1348600,0.0,0.0
2026-04-02,195.11,202.13,193.9,199.87,1473500,0.0,0.0
2026-04-06,199.8,199.92,193.79,196.69,1405700,0.0,0.0
2026-04-07,195.84,198.63,193.94,198.33,1247500,0.0,0.0
2026-04-08,202.82,205.11,201.13,202.13,1646600,0.0,0.0
2026-04-09,201.01,201.21,197.59,198.05,1493800,0.0,0.0
2026-04-10,197.4,199.21,194.51,197.07,1532900,0.0,0.0
2026-04-13,197.48,202.19,196.01,201.36,2078800,0.0,0.0
2026-04-14,202.52,207.84,202.26,205.1,1731000,0.0,0.0
2026-04-15,207.66,215.37,206.58,214.15,1951700,0.0,0.0
2026-04-16,216.73,217.05,212.75,213.93,1384000,0.0,0.0
2026-04-17,217.92,218.7,211.72,212.04,1792400,0.0,0.0
2026-04-20,212.14,216.95,210.78,216.85,1384300,0.0,0.0
2026-04-21,218.0,219.87,215.73,217.65,1165800,0.0,0.0
2026-04-22,219.09,221.22,216.68,218.19,1246500,0.0,0.0
2026-04-23,215.01,215.01,206.45,209.9,1587900,0.0,0.0
2026-04-24,210.99,211.0,207.8,210.75,1101500,0.0,0.0
2026-04-27,209.23,216.35,208.75,213.77,1532900,0.0,0.0
2026-04-28,213.05,215.79,211.26,213.01,929000,0.0,0.0
2026-04-29,212.59,215.92,209.51,215.34,1028000,0.0,0.0
2026-04-30,213.48,215.5,211.33,213.76,1430800,0.0,0.0
2026-05-01,215.46,217.36,211.58,216.03,1042200,0.0,0.0
2026-05-04,219.35,227.02,218.21,225.18,2046300,0.0,0.0
2026-05-05,226.0,226.44,221.94,223.11,1310300,0.0,0.0
2026-05-06,221.0,225.14,218.7,222.0,1850700,0.0,0.0
2026-05-07,225.06,227.02,222.16,223.5,1901200,0.0,0.0
2026-05-08,222.64,222.98,219.71,220.45,1756100,0.0,0.0
2026-05-11,221.41,224.93,219.04,221.47,2061000,0.0,0.0
2026-05-12,224.36,228.79,221.7,225.99,1785600,0.0,0.0
2026-05-13,224.93,228.95,221.73,226.99,1660500,0.0,0.0
2026-05-14,239.5,246.25,236.5,242.41,3667000,0.0,0.0
2026-05-15,243.77,246.24,240.29,242.44,1959500,0.0,0.0
2026-05-18,233.35,244.13,231.96,242.16,2339700,0.0,0.0
2026-05-19,240.4,242.16,235.9,238.14,1784800,0.0,0.0
2026-05-20,236.1,237.32,233.13,236.62,1859200,0.0,0.0
2026-05-21,236.3,241.91,236.1,238.08,4202700,0.0,0.0
2026-05-22,243.75,247.0,220.56,227.55,7045300,0.0,0.0
2026-05-26,225.13,230.64,220.49,220.67,3239500,0.0,0.0
2026-05-27,217.97,224.11,216.4,218.46,2976800,0.0,0.0
2026-05-28,219.67,221.48,216.31,217.87,2730600,0.0,0.0
2026-05-29,218.26,227.78,217.85,224.16,6487100,0.0,0.0
2026-06-01,227.99,231.02,223.88,226.98,2625800,0.0,0.0
2026-06-02,222.26,224.0,217.36,222.38,2682900,0.0,0.0
2026-06-03,220.0,220.79,214.29,215.8,2188500,0.0,0.0
2026-06-04,217.01,220.75,216.35,216.65,1942200,0.0,0.0
2026-06-05,217.33,220.29,212.78,214.39,1989800,0.0,0.0
2026-06-08,214.0,214.36,208.5,212.55,2481100,0.0,0.0
2026-06-09,210.69,213.32,207.91,212.05,1770000,0.0,0.0
2026-06-10,209.96,214.17,208.82,210.46,1999800,0.0,0.0
2026-06-11,207.24,213.77,206.0,212.08,1865400,0.0,0.0
2026-06-12,211.26,213.26,209.0,211.75,1495200,0.0,0.0
2026-06-15,213.01,217.37,211.75,216.23,1632500,0.0,0.0
2026-06-16,217.0,230.5,214.03,229.97,3489400,0.0,0.0
2026-06-17,227.83,234.72,226.45,228.03,2674900,0.0,0.0
2026-06-18,239.14,242.15,233.23,239.28,7241500,0.0,0.0
2026-06-22,244.61,251.24,237.2,239.57,4373100,0.0,0.0
2026-06-23,240.48,247.42,240.1,242.64,3151200,0.0,0.0
2026-06-24,247.06,249.29,234.0,235.77,4145000,0.0,0.0
2026-06-25,237.02,240.84,230.67,238.72,2851200,0.0,0.0
2026-06-26,240.84,241.1,233.4,238.53,6491700,0.0,0.0
2026-06-29,243.24,250.47,242.45,247.15,3795100,0.0,0.0
2026-06-30,244.5,252.95,243.22,249.98,3116300,0.0,0.0
2026-07-01,252.53,253.2,248.14,250.32,2305200,0.0,0.0
2026-07-02,250.32,255.27,249.14,254.99,2033700,0.0,0.0
2026-07-06,252.99,258.51,252.64,258.41,1898400,0.0,0.0
2026-07-07,263.08,265.94,256.86,257.79,2058900,0.0,0.0
2026-07-08,256.94,259.99,250.92,251.38,1543900,0.0,0.0
2026-07-09,251.65,253.86,244.3,246.1,2375700,0.0,0.0
2026-07-10,247.37,249.0,242.25,243.2,2249100,0.0,0.0
2026-07-13,242.98,246.7,242.98,244.1,1252300,0.0,0.0
2026-07-14,237.19,241.86,236.24,237.04,1461500,0.0,0.0
2026-07-15,237.49,246.19,237.25,243.8,1630200,0.0,0.0
2026-07-16,243.0,243.5,238.0,239.57,1558400,0.0,0.0
2026-07-17,235.64,239.25,232.5,236.68,2361000,0.0,0.0
2026-07-20,236.8,241.79,236.75,238.98,1352100,0.0,0.0
2026-07-21,237.83,239.38,235.3,235.93,1195700,0.0,0.0
2026-07-22,236.24,236.5,232.57,233.58,1273800,0.0,0.0
2026-07-23,231.87,233.18,228.5,230.25,1486000,0.0,0.0
2026-07-24,231.69,234.16,229.56,231.65,1343400,0.0,0.0
2026-07-27,237.93,244.51,235.62,243.95,2027500,0.0,0.0
2026-07-28,245.22,248.7,241.42,247.62,1943100,0.0,0.0
2026-07-29,248.17,250.93,246.06,246.43,2480600,0.0,0.0
2026-07-30,242.02,247.66,242.02,247.43,2309500,0.0,0.0
2026-07-31,246.37,247.08,237.96,242.92,1931000,0.0,0.0
2026-08-03,246.05,248.46,243.76,245.15,1630000,0.0,0.0
2026-08-04,244.19,246.25,239.51,240.22,2096100,0.0,0.0
